time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
2.010037,-0.134747,-0.155125,0.148381,0.145289,0.017922,0.058060
2.015036,-0.072725,-0.082032,0.086540,0.070371,0.027006,0.061146
2.020036,-0.011006,-0.032885,0.023500,0.019786,0.032165,0.063155
2.025036,0.049710,0.039948,-0.039308,-0.055537,0.033419,0.066121
2.030035,0.108862,0.087138,-0.100637,-0.104620,0.031005,0.068087
2.035035,0.166111,0.154942,-0.159468,-0.175484,0.025310,0.071052
2.040035,0.221161,0.197729,-0.215069,-0.220441,0.016802,0.073049
2.045034,0.273745,0.257754,-0.266920,-0.283860,0.006002,0.076087
2.050034,0.323665,0.294828,-0.314716,-0.323249,-0.006556,0.078142
2.055033,0.370770,0.345925,-0.358330,-0.377794,-0.020348,0.081260
2.060033,0.414933,0.376984,-0.397798,-0.411113,-0.034893,0.083358
2.065033,0.456032,0.419145,-0.433271,-0.456606,-0.049754,0.086521
2.070032,0.493958,0.444373,-0.464946,-0.484021,-0.064543,0.088632
2.075032,0.528661,0.478102,-0.493082,-0.520983,-0.078935,0.091787
2.080032,0.560034,0.497904,-0.517985,-0.543013,-0.092676,0.093877
2.085031,0.587922,0.523627,-0.539929,-0.572373,-0.105539,0.096986
2.090031,0.612130,0.538155,-0.559017,-0.589480,-0.117201,0.099043
2.095031,0.632303,0.555922,-0.575242,-0.611250,-0.127271,0.102110
2.100030,0.648037,0.565006,-0.588552,-0.623017,-0.135327,0.104153
2.105030,0.658895,0.574311,-0.598863,-0.636253,-0.140955,0.107232
2.110029,0.664459,0.577523,-0.606058,-0.641947,-0.143777,0.109301
2.115029,0.664532,0.577808,-0.610080,-0.645636,-0.143579,0.112432
2.120029,0.659105,0.575023,-0.610872,-0.644808,-0.140265,0.114536
2.125028,0.648269,0.566461,-0.608392,-0.638647,-0.133891,0.117705
2.130028,0.632357,0.557957,-0.602648,-0.631346,-0.124681,0.119819
2.135028,0.611972,0.541421,-0.593764,-0.615980,-0.113047,0.122982
2.140027,0.587934,0.528187,-0.582035,-0.603175,-0.099588,0.125079
2.145027,0.561270,0.505798,-0.567868,-0.580925,-0.084965,0.128202
2.150027,0.533113,0.489732,-0.551750,-0.564570,-0.069817,0.130263
2.155026,0.504489,0.464811,-0.534212,-0.538623,-0.054705,0.133313
2.160026,0.476262,0.448105,-0.515849,-0.520908,-0.040110,0.135308
2.165025,0.449102,0.423551,-0.497226,-0.494503,-0.026383,0.138223
2.170025,0.423415,0.407780,-0.478761,-0.477336,-0.013704,0.140102
2.175025,0.399398,0.385276,-0.460770,-0.452622,-0.002144,0.142806
2.180024,0.377130,0.371118,-0.443537,-0.437037,0.008264,0.144519
2.185024,0.356644,0.351289,-0.427133,-0.415034,0.017600,0.146941
2.190024,0.337921,0.339058,-0.411533,-0.401227,0.025979,0.148451
2.195023,0.320812,0.322099,-0.396710,-0.381723,0.033503,0.150553
2.200023,0.305103,0.311616,-0.382499,-0.369371,0.040305,0.151843
2.205023,0.290494,0.296834,-0.368704,-0.351526,0.046512,0.153610
2.210022,0.276676,0.287416,-0.355106,-0.339897,0.052233,0.154676
2.215022,0.263354,0.273617,-0.341557,-0.322646,0.057541,0.156109
2.220021,0.250276,0.264467,-0.327938,-0.311172,0.062484,0.156954
2.225021,0.237259,0.250603,-0.314154,-0.293867,0.067090,0.158051
2.230021,0.224174,0.241184,-0.300105,-0.282188,0.071385,0.158670
2.235020,0.210925,0.226680,-0.285748,-0.264391,0.075376,0.159429
2.240020,0.197497,0.216750,-0.271088,-0.252340,0.079057,0.159823
2.245020,0.183997,0.201611,-0.256173,-0.234043,0.082414,0.160248
2.250019,0.170523,0.191431,-0.241054,-0.221731,0.085437,0.160422
2.255019,0.157213,0.176211,-0.225855,-0.203241,0.088113,0.160530
2.260019,0.144123,0.166145,-0.210616,-0.190920,0.090451,0.160505
2.265018,0.131313,0.151267,-0.195424,-0.172555,0.092451,0.160331
2.270018,0.118835,0.141537,-0.180396,-0.160470,0.094115,0.160129
2.275017,0.106734,0.127300,-0.165603,-0.142665,0.095458,0.159708
2.280017,0.095030,0.118073,-0.151092,-0.131038,0.096496,0.159355
2.285017,0.083669,0.104572,-0.136955,-0.114071,0.097241,0.158723
2.290016,0.072646,0.095803,-0.123203,-0.103078,0.097712,0.158236
2.295016,0.062005,0.083068,-0.109869,-0.087105,0.097924,0.157412
2.300016,0.051761,0.074872,-0.096961,-0.076801,0.097900,0.156806
2.305015,0.041895,0.063009,-0.084504,-0.061888,0.097661,0.155820
2.310015,0.032402,0.055387,-0.072503,-0.052313,0.097228,0.155119
2.315015,0.023257,0.044367,-0.060896,-0.038415,0.096622,0.154006
2.320014,0.014477,0.037307,-0.049670,-0.029450,0.095861,0.153229
2.325014,0.006117,0.027227,-0.038822,-0.016448,0.094965,0.152021
2.330014,-0.001835,0.020839,-0.028273,-0.008013,0.093950,0.151191
2.335013,-0.009424,0.011699,-0.018016,0.004299,0.092827,0.149914
2.340013,-0.016730,0.005840,-0.008107,0.012236,0.091604,0.149039
2.345012,-0.023795,-0.002645,0.001461,0.023745,0.090286,0.147691
2.350012,-0.030637,-0.008115,0.010682,0.031149,0.088882,0.146769
2.355012,-0.037278,-0.016057,0.019547,0.041841,0.087398,0.145350
